,Source Account,Text,Date,Tweets Ago,Compound,Positive,Neutral,Negative
389,@nytimes,RT @nytimes: Coal keeps getting edged out by cheaper and cleaner alternatives https://t.co/nQ2VKwxTOo,Wed Jun 13 22:36:59 +0000 2018,7,0.1779,0.124,0.0,0.876
390,@nytimes,"RT @nytimes: Comcast offered $65 billion in cash for most of 21st Century Fox, setting the stage for a bidding war with Disney https://t.co…",Wed Jun 13 22:36:57 +0000 2018,8,-0.5994,0.0,0.151,0.849
391,@nytimes,RT @B52Malmet: I was feeling down. But this next level trolling from ⁦@nytimes⁩ turned that frown around.  https://t.co/gmzJqAmpYG,Wed Jun 13 22:36:57 +0000 2018,9,0.128,0.086,0.0,0.914
392,@nytimes,"RT @VPCinfo: How closely are you following the news on guns? Take this quiz to find out:
(via @nytimes)
https://t.co/vhtxe5oRxm",Wed Jun 13 22:36:55 +0000 2018,10,0.0,0.0,0.0,1.0
393,@nytimes,RT @nytimes: Many in this Tennessee town supported Trump. But when the one of the biggest workplace raids of his administration happened to…,Wed Jun 13 22:36:53 +0000 2018,11,0.3182,0.095,0.0,0.905
394,@nytimes,"RT @nytimes: Antarctica is melting faster. The rate at which it is losing ice has more than doubled since 2012, according to the latest ava…",Wed Jun 13 22:36:52 +0000 2018,12,-0.3818,0.0,0.098,0.902
395,@nytimes,RT @nytimes: Betsy DeVos disregarded a scathing report by her own staff when she reinstated an accrediting group tied to the collapse of ma…,Wed Jun 13 22:36:52 +0000 2018,13,-0.7003,0.0,0.216,0.784
396,@nytimes,"RT @newtgingrich: Just found out that my new book, Trump's America, is a @nytimes best seller in its first week! Thank you to everyone who…",Wed Jun 13 22:36:45 +0000 2018,14,0.7901,0.241,0.0,0.759
397,@nytimes,RT @Nigel_Farage: I don’t usually agree with @nytimes but Mark Thompson is right here. The newspaper is opposing Facebook’s sinister plans…,Wed Jun 13 22:36:38 +0000 2018,15,-0.6808,0.07,0.213,0.717
398,@nytimes,RT @nytimes: Coal keeps getting edged out by cheaper and cleaner alternatives https://t.co/nQ2VKwxTOo,Wed Jun 13 22:36:38 +0000 2018,16,0.1779,0.124,0.0,0.876
399,@nytimes,"RT @nytimes: Breaking News: The House will vote on 2 immigration bills next week, defusing a rebellion by Republican moderates in a difficu…",Wed Jun 13 22:36:37 +0000 2018,17,-0.128,0.0,0.073,0.927
400,@nytimes,"RT @newtgingrich: Just found out that my new book, Trump's America, is a @nytimes best seller in its first week! Thank you to everyone who…",Wed Jun 13 22:36:37 +0000 2018,18,0.7901,0.241,0.0,0.759
401,@nytimes,RT @enhance: Earth Will Survive. We May Not.   via @NYTimes https://t.co/PI3jjBsOKN,Wed Jun 13 22:36:32 +0000 2018,19,0.0,0.0,0.0,1.0
402,@nytimes,"RT @newtgingrich: Just found out that my new book, Trump's America, is a @nytimes best seller in its first week! Thank you to everyone who…",Wed Jun 13 22:36:26 +0000 2018,20,0.7901,0.241,0.0,0.759
403,@nytimes,"RT @DavidCayJ: ONLY @latimes got hed right on Singapore: ""Summit Fails to Produce Disarmament Plan."" Trumpian propaganda in heds @nytimes,…",Wed Jun 13 22:36:19 +0000 2018,21,-0.5859,0.0,0.211,0.789
404,@nytimes,"@nytopinion @nytimes @FrankBruni So, no matter how civil/polite most Democrats r most of the time &amp; how civil our p… https://t.co/Q3egujNs3G",Wed Jun 13 22:36:19 +0000 2018,22,-0.2766,0.063,0.114,0.823
405,@nytimes,@CBSNews @ABC @NBCNews @nytimes @latimes @Newsweek @TIME @parentsmagazine @USATODAY @usnews @washingtonpost… https://t.co/AvYPeI93nX,Wed Jun 13 22:36:18 +0000 2018,23,0.0,0.0,0.0,1.0
406,@nytimes,@JamesTKirk66 @eachus @TomShillueShow @michaelmalice @realDonaldTrump @nytimes The process for legal immigration ap… https://t.co/EltuhloKCL,Wed Jun 13 22:36:17 +0000 2018,24,0.128,0.111,0.0,0.889
407,@nytimes,@Abzeve1 @SuddhanSadaf30 @UN_Spokesperson @UN_PGA @pid_gov @IntlCrimCourt @Imran_HussainMP @AlJazeera @UNGeneva… https://t.co/c7gGriwnLN,Wed Jun 13 22:36:14 +0000 2018,25,0.0,0.0,0.0,1.0
408,@nytimes,".@NYTimes: ""Antarctica Is Melting More Than Twice as Fast as in 2012""

Looks at chart. 🤔. Looks about the same. https://t.co/4U1dLZeQK0",Wed Jun 13 22:36:13 +0000 2018,26,0.0,0.0,0.0,1.0
409,@nytimes,"""Apple to Close iPhone Security Hole That Police Use to Crack Devices"" by JACK NICAS via @nytimes https://t.co/9VZ9fTn2KG",Wed Jun 13 22:36:09 +0000 2018,27,0.34,0.124,0.0,0.876
410,@nytimes,"RT @newtgingrich: Just found out that my new book, Trump's America, is a @nytimes best seller in its first week! Thank you to everyone who…",Wed Jun 13 22:36:08 +0000 2018,28,0.7901,0.241,0.0,0.759
411,@nytimes,"RT @AylaWife: The @nytimes has told us this week that...

-  Housewives are white supremacists 

- Christians destroyed civilization 

- Ro…",Wed Jun 13 22:36:07 +0000 2018,29,-0.6369,0.0,0.245,0.755
412,@nytimes,RT @nytimes: Many in this Tennessee town supported Trump. But when the one of the biggest workplace raids of his administration happened to…,Wed Jun 13 22:36:06 +0000 2018,30,0.3182,0.095,0.0,0.905
413,@nytimes,@realDonaldTrump When #GOP was bent on frustrating @POTUS44 for 8yrs they forgot that they were fanning the flames… https://t.co/YQ40mTmWQa,Wed Jun 13 22:36:05 +0000 2018,31,-0.4404,0.0,0.139,0.861
414,@nytimes,"RT @newtgingrich: Just found out that my new book, Trump's America, is a @nytimes best seller in its first week! Thank you to everyone who…",Wed Jun 13 22:36:04 +0000 2018,32,0.7901,0.241,0.0,0.759
415,@nytimes,RT @nytimes: Betsy DeVos disregarded a scathing report by her own staff when she reinstated an accrediting group tied to the collapse of ma…,Wed Jun 13 22:36:02 +0000 2018,33,-0.7003,0.0,0.216,0.784
416,@nytimes,"""Common Drugs May Be Contributing to Depression"" by RONI CARYN RABIN via NYT Well https://t.co/7H2pkNbNhW via @nytimes",Wed Jun 13 22:36:01 +0000 2018,34,-0.3818,0.101,0.178,0.721
417,@nytimes,"RT @newtgingrich: Just found out that my new book, Trump's America, is a @nytimes best seller in its first week! Thank you to everyone who…",Wed Jun 13 22:35:57 +0000 2018,35,0.7901,0.241,0.0,0.759
418,@nytimes,"RT @newtgingrich: Just found out that my new book, Trump's America, is a @nytimes best seller in its first week! Thank you to everyone who…",Wed Jun 13 22:35:49 +0000 2018,36,0.7901,0.241,0.0,0.759
419,@nytimes,"""Ryan Sets Votes on #Immigration as Moderates’ Revolt Falls Short"" https://t.co/FvkyEez6Kk, @nytimes. #DACA",Wed Jun 13 22:35:48 +0000 2018,37,0.0,0.0,0.0,1.0
420,@nytimes,RT @Nigel_Farage: I don’t usually agree with @nytimes but Mark Thompson is right here. The newspaper is opposing Facebook’s sinister plans…,Wed Jun 13 22:35:42 +0000 2018,38,-0.6808,0.07,0.213,0.717
421,@nytimes,RT @Ian56789: #FakeNews @NYTimes Carries Israel's Official Explanation For Attack on Murdered Palestinian Nurse - Only Reveals It’s a Delib…,Wed Jun 13 22:35:42 +0000 2018,39,-0.8176,0.0,0.319,0.681
422,@nytimes,RT @nytimes: Helping a depressed loved one can be exhausting and frustrating. Don't give up. Here are some tips.,Wed Jun 13 22:35:41 +0000 2018,40,-0.3818,0.219,0.313,0.468
423,@nytimes,"RT @petefrt: STAY TUNED! Dem Rep. Adam Schiff is setting the Resistance up for a MAJOR disappointment 

@ABC @CBSNews @NBCNews @CNN @PBS @M…",Wed Jun 13 22:35:31 +0000 2018,41,-0.5562,0.0,0.146,0.854
424,@nytimes,"RT @MrAdamSiddique: @nytimes profiles Tim Winton. Australia’s Living Legend: A Surfer, Environmentalist and Novelist https://t.co/9gMN40xeMg",Wed Jun 13 22:35:29 +0000 2018,42,0.0,0.0,0.0,1.0
425,@nytimes,RT @nytimes: Betsy DeVos disregarded a scathing report by her own staff when she reinstated an accrediting group tied to the collapse of ma…,Wed Jun 13 22:35:27 +0000 2018,43,-0.7003,0.0,0.216,0.784
426,@nytimes,@bessbell @VP @Twitter @nytimes It was from the 3rd Reich.,Wed Jun 13 22:35:26 +0000 2018,44,0.0,0.0,0.0,1.0
427,@nytimes,"RT @AhmerTurkmen: In a closed meeting, Erdogan orders his party executives to take every measure in order to leave pro Kurdish #HDP below t…",Wed Jun 13 22:35:25 +0000 2018,45,0.3612,0.108,0.048,0.843
428,@nytimes,RT @nytimes: Betsy DeVos disregarded a scathing report by her own staff when she reinstated an accrediting group tied to the collapse of ma…,Wed Jun 13 22:35:24 +0000 2018,46,-0.7003,0.0,0.216,0.784
429,@nytimes,"RT @AslaUnutma123: In a closed meeting, Erdogan orders his party executives to take every measure in order to leave pro Kurdish #HDP below…",Wed Jun 13 22:35:19 +0000 2018,47,0.3612,0.113,0.05,0.837
430,@nytimes,RT @nytimes: The Taxi of Tomorrow was supposed to become the standard cab in New York City. Now the city has abandoned that idea. https://t…,Wed Jun 13 22:35:16 +0000 2018,48,-0.4588,0.0,0.111,0.889
431,@nytimes,"For Survivors of a 9-Hour Chinese Exam, a Door Opens to America   via @NYTimes https://t.co/6AiJjdVTiF",Wed Jun 13 22:35:14 +0000 2018,49,0.0,0.0,0.0,1.0
432,@nytimes,"RT @nytimes: Antarctica is melting faster. The rate at which it is losing ice has more than doubled since 2012, according to the latest ava…",Wed Jun 13 22:35:13 +0000 2018,50,-0.3818,0.0,0.098,0.902
433,@nytimes,RT @gethimouttahere: @MichaelCohen212 @CNN @FoxNews @ABC @AP @nytimes @washingtonpost @latimes @WSJ @NBCNews  https://t.co/lIKYE2cSFq,Wed Jun 13 22:35:13 +0000 2018,51,0.0,0.0,0.0,1.0
434,@nytimes,"RT @DavidCayJ: ONLY @latimes got hed right on Singapore: ""Summit Fails to Produce Disarmament Plan."" Trumpian propaganda in heds @nytimes,…",Wed Jun 13 22:35:12 +0000 2018,52,-0.5859,0.0,0.211,0.789
435,@nytimes,"@EricShapiro3 @NYTimes That's so wrong. What do YOU think Trump's approval ratings are, hmmm? He does NOT have the… https://t.co/VmlWTnZWOF",Wed Jun 13 22:35:11 +0000 2018,53,-0.2243,0.124,0.159,0.717
436,@nytimes,"RT @nytimes: In Opinion

Op-Ed columnist @NickKristof writes, ""Kim seems to have completely out-negotiated Trump, and it's scary that Trump…",Wed Jun 13 22:35:07 +0000 2018,54,-0.4939,0.0,0.144,0.856
437,@nytimes,"RT @AylaWife: The @nytimes has told us this week that...

-  Housewives are white supremacists 

- Christians destroyed civilization 

- Ro…",Wed Jun 13 22:35:06 +0000 2018,55,-0.6369,0.0,0.245,0.755
438,@nytimes,"RT @nytimes: First, Canada tried to charm President Trump. But now its government officials are waging a campaign against an American trade…",Wed Jun 13 22:35:04 +0000 2018,56,0.4019,0.119,0.0,0.881
439,@nytimes,"RT @nytimes: Comcast offered $65 billion in cash for most of 21st Century Fox, setting the stage for a bidding war with Disney https://t.co…",Wed Jun 13 22:35:03 +0000 2018,57,-0.5994,0.0,0.151,0.849
440,@nytimes,"RT @cunyjschool: .@nytimes recently sent photographer @alfiky_amr to Florida, Ohio, Oklahoma and Virginia for a story about Muslim gun owne…",Wed Jun 13 22:35:01 +0000 2018,58,-0.34,0.0,0.118,0.882
441,@nytimes,@nytimes  https://t.co/lUJb8LKXdK,Wed Jun 13 22:34:59 +0000 2018,59,0.0,0.0,0.0,1.0
442,@nytimes,RT @nytimes: Breaking News: Apple said it was closing a loophole in iPhones that law enforcement agencies used to access locked devices htt…,Wed Jun 13 22:34:58 +0000 2018,60,0.0,0.0,0.0,1.0
443,@nytimes,@MichaelCohen212 @CNN @FoxNews @ABC @AP @nytimes @washingtonpost @latimes @WSJ @NBCNews Your going Down ....just te… https://t.co/p1rZecGIr5,Wed Jun 13 22:34:56 +0000 2018,61,0.0,0.0,0.0,1.0
444,@nytimes,"@nytimes Those things were loud, have no suspension or shocks, so bouncy, and just uncomfortable",Wed Jun 13 22:34:56 +0000 2018,62,-0.7506,0.0,0.381,0.619
445,@nytimes,"RT @newtgingrich: Just found out that my new book, Trump's America, is a @nytimes best seller in its first week! Thank you to everyone who…",Wed Jun 13 22:34:56 +0000 2018,63,0.7901,0.241,0.0,0.759
446,@nytimes,"RT @newtgingrich: Just found out that my new book, Trump's America, is a @nytimes best seller in its first week! Thank you to everyone who…",Wed Jun 13 22:34:55 +0000 2018,64,0.7901,0.241,0.0,0.759
447,@nytimes,RT @BethKobliner: A fantastic @NYTimes essay by a 16-year-old about why our nation’s schools need financial literacy classes. https://t.co/…,Wed Jun 13 22:34:55 +0000 2018,65,0.5574,0.184,0.0,0.816
448,@nytimes,@nytimes Liberal ideas always fail,Wed Jun 13 22:34:54 +0000 2018,66,-0.5423,0.0,0.467,0.533
449,@nytimes,"@cnn @washingtonpost  @MSNBC  @nytimes 

Anything from you four new outlets? Any coverage at all? Nothing? Just cri… https://t.co/uwEuzhICXd",Wed Jun 13 22:34:54 +0000 2018,67,0.0,0.0,0.0,1.0
450,@nytimes,"RT @nytimes: Antarctica is melting faster. The rate at which it is losing ice has more than doubled since 2012, according to the latest ava…",Wed Jun 13 22:34:53 +0000 2018,68,-0.3818,0.0,0.098,0.902
451,@nytimes,@NSVRC @rapevictimadv @nytimes What do they expect *women* to do about it?  Shouldn't they be talking to the MEN?,Wed Jun 13 22:34:50 +0000 2018,69,0.0,0.0,0.0,1.0
452,@nytimes,@bobwrightnbc @SteveBenen @CoryGn @Oleta @TriciaMcKinney @WillAtWork @maddow @MaddowBlog @washingtonpost @latimes… https://t.co/iVbAnYh81s,Wed Jun 13 22:34:50 +0000 2018,70,0.0,0.0,0.0,1.0
453,@nytimes,RT @nytimes: The Taxi of Tomorrow was supposed to become the standard cab in New York City. Now the city has abandoned that idea. https://t…,Wed Jun 13 22:34:45 +0000 2018,71,-0.4588,0.0,0.111,0.889
454,@nytimes,"""Apple to Close iPhone Security Hole That Police Use to Crack Devices"" #tech #news @nytimes https://t.co/uhvAvHDfob",Wed Jun 13 22:34:43 +0000 2018,72,0.34,0.138,0.0,0.862
455,@nytimes,RT @nytimes: What happens to a rural town when it loses its only school? Communities across America are finding out. https://t.co/11Kt7yDcEf,Wed Jun 13 22:34:42 +0000 2018,73,-0.3182,0.0,0.108,0.892
456,@nytimes,RT @nytimes: Betsy DeVos disregarded a scathing report by her own staff when she reinstated an accrediting group tied to the collapse of ma…,Wed Jun 13 22:34:42 +0000 2018,74,-0.7003,0.0,0.216,0.784
457,@nytimes,RT @rem3276: @Anncostanza1 @Blackdi51264299 @Acosta @CNN @MSNBC @nytimes @washingtonpost @ABC @nbc @CBS Our media is guilty of journalistic…,Wed Jun 13 22:34:41 +0000 2018,75,-0.4215,0.0,0.141,0.859
458,@nytimes,RT @nytimes: The Taxi of Tomorrow was supposed to become the standard cab in New York City. Now the city has abandoned that idea. https://t…,Wed Jun 13 22:34:40 +0000 2018,76,-0.4588,0.0,0.111,0.889
459,@nytimes,@Nigel_Farage @nytimes Farage don't spout on anything you know absolutely nothing about in this case Facebook. When… https://t.co/AoOlPW1gSd,Wed Jun 13 22:34:33 +0000 2018,77,0.0,0.0,0.0,1.0
460,@nytimes,@nytopinion @nytimes @FrankBruni Obama signed the NDAA and droned the fuck out of children. How is that not dangero… https://t.co/pk3mOZn4QV,Wed Jun 13 22:34:30 +0000 2018,78,-0.5423,0.0,0.156,0.844
461,@nytimes,"RT @nytimes: North Korea wasted no time spinning the results in its favor, claiming it had won major concessions from the United States htt…",Wed Jun 13 22:34:27 +0000 2018,79,0.5859,0.274,0.161,0.565
462,@nytimes,@BarackObama @MichelleObama @SenSchumer @Nancypelosi @RepSwalwell @CNN @CBSNews @ABCNews @NBCNews @MSNBC @NYTimes :… https://t.co/osF93CHYT4,Wed Jun 13 22:34:20 +0000 2018,80,0.0,0.0,0.0,1.0
463,@nytimes,"RT @nytimes: Crystal Mason was sentenced to to 5 years in prison for voting illegally because she was a felon. Previously, an Iowa woman co…",Wed Jun 13 22:34:06 +0000 2018,81,-0.5267,0.0,0.173,0.827
464,@nytimes,"RT @leepace: Friends: I wanted to share a bit of my experience with you, via @nytimes and @MatthewSchneier 
Endless love for the wise, gene…",Wed Jun 13 22:34:04 +0000 2018,82,0.9118,0.412,0.0,0.588
465,@nytimes,@Lukensmemos @FoxNews @nytimes @ABC Interesting.  Thank you.,Wed Jun 13 22:34:02 +0000 2018,83,0.6369,0.51,0.0,0.49
466,@nytimes,@RobertDRoseJr1 @TomiLahren @PressSec @realDonaldTrump @POTUS @Scavino45 @FoxNews @foxandfriends @TODAYshow… https://t.co/3F5UJiKdtI,Wed Jun 13 22:34:02 +0000 2018,84,0.0,0.0,0.0,1.0
467,@nytimes,"RT @newtgingrich: Just found out that my new book, Trump's America, is a @nytimes best seller in its first week! Thank you to everyone who…",Wed Jun 13 22:34:01 +0000 2018,85,0.7901,0.241,0.0,0.759
468,@nytimes,"RT @AylaWife: The @nytimes has told us this week that...

-  Housewives are white supremacists 

- Christians destroyed civilization 

- Ro…",Wed Jun 13 22:34:00 +0000 2018,86,-0.6369,0.0,0.245,0.755
469,@nytimes,"@nytimes It’s a new age of investment, with new products and innovations, even new risky crypto currencies. One new… https://t.co/UvRAgapcxg",Wed Jun 13 22:34:00 +0000 2018,87,-0.2023,0.0,0.091,0.909
470,@nytimes,"RT @newtgingrich: Just found out that my new book, Trump's America, is a @nytimes best seller in its first week! Thank you to everyone who…",Wed Jun 13 22:33:56 +0000 2018,88,0.7901,0.241,0.0,0.759
471,@nytimes,"@MylesLovell @nytimes Rehatching ideas is what Hollywood does, doesnt matter gender the actors are",Wed Jun 13 22:33:55 +0000 2018,89,-0.0191,0.0,0.076,0.924
472,@nytimes,"RT @petefrt: STAY TUNED! Dem Rep. Adam Schiff is setting the Resistance up for a MAJOR disappointment 

@ABC @CBSNews @NBCNews @CNN @PBS @M…",Wed Jun 13 22:33:52 +0000 2018,90,-0.5562,0.0,0.146,0.854
473,@nytimes,"RT @SmallBiz4Trump: TRUMP ACCOMPLISHMENTS ..
Retweet the hell out of this to annoy @ABC @CBS @cnn @cnbc @MSNBC @nbc @nytimes @washingtonpos…",Wed Jun 13 22:33:47 +0000 2018,91,-0.8176,0.0,0.283,0.717
474,@nytimes,"RT @JohnColtrane: ""The first [track off #BothDirectionsAtOnce], '11383,' is a brisk minor blues, with the swirling momentum typical of Colt…",Wed Jun 13 22:33:45 +0000 2018,92,0.1531,0.082,0.0,0.918
475,@nytimes,"RT @nytimes: Did you know David Lynch once worked on a video with Michael Jackson? Read the excerpt from his biography, ""Room to Dream."" ht…",Wed Jun 13 22:33:43 +0000 2018,93,0.0,0.0,0.0,1.0
476,@nytimes,RT @nytimes: Many in this Tennessee town supported Trump. But when the one of the biggest workplace raids of his administration happened to…,Wed Jun 13 22:33:43 +0000 2018,94,0.3182,0.095,0.0,0.905
477,@nytimes,"RT @Truthdig: A @nytimes reporter wrote up a propaganda video posted by the #IDF, showing #RazanNajjar –a 21-year-old medic the IDF shot an…",Wed Jun 13 22:33:43 +0000 2018,95,-0.25,0.0,0.091,0.909
478,@nytimes,RT @nytimes: The Taxi of Tomorrow was supposed to become the standard cab in New York City. Now the city has abandoned that idea. https://t…,Wed Jun 13 22:33:42 +0000 2018,96,-0.4588,0.0,0.111,0.889
479,@nytimes,@nytimes The New York Times is a fraud ! start reporting the truth if you want people to believe in your newspaper,Wed Jun 13 22:33:40 +0000 2018,97,-0.3595,0.146,0.166,0.688
480,@nytimes,"RT @nytimes: Comcast offered $65 billion in cash for most of 21st Century Fox, setting the stage for a bidding war with Disney https://t.co…",Wed Jun 13 22:33:39 +0000 2018,98,-0.5994,0.0,0.151,0.849
481,@nytimes,RT @nytimes: Breaking News: Apple said it was closing a loophole in iPhones that law enforcement agencies used to access locked devices htt…,Wed Jun 13 22:33:39 +0000 2018,99,0.0,0.0,0.0,1.0
482,@nytimes,RT @arusbridger: Here’s my @nytimes review of the autobiography of Seymour Hersh - a reminder (if a flawed one) of why we need great invest…,Wed Jun 13 22:33:38 +0000 2018,100,0.6249,0.163,0.0,0.837
